name,uri,genres,albums,tracks,last_album_date,first_album_date,popularity,followers,playlist_count,spotify_url,image_320,lastfm_listeners,lastfm_playcount,personal_playcount,lastfm_tags,summary,tour_status,tour_date,tour_coperformers,festival_coperformers
sea girls,spotify:artist:45FqwUG4hTT6d39r2HUsUe,['indie'],4,61,2024-06-14,2020-08-14,51,158280,0,https://open.spotify.com/artist/45FqwUG4hTT6d39r2HUsUe,https://i.scdn.co/image/ab6761610000517403c97408ce481f7b809c303e,192644,4459509,0,"['indie rock', 'seen live', 'british', 'indie pop', 'UK']","Sea Girls is a British four-piece band based in London.

Following on the heels of both the NME and Radio 1 Huw Stephens cherry-picking Sea Girls as Ones To Watch For 2018, the band released their follow up to January's HEAVENLY WAR - new single EAT ME WHOLE which furthers the bold claim that they are one of the most reliable new bands for penning these instant indie-disco, festival ready anthems.

Fronted by Henry Camamile, the single is the first <a href=""https://www.last.fm/music/Sea+Girls"">Read more on Last.fm</a>",upcoming_tour,2025-08-23,set(),Counter()
sleeping with sirens,spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA,"['emo', 'post-hardcore', 'screamo']",10,125,2023-09-29,2010-03-22,69,2524413,0,https://open.spotify.com/artist/3N8Hy6xQnQv1F1XCiyGQqA,https://i.scdn.co/image/ab676161000051747fbe33148fe1ae267ddb2956,977405,56143741,96,"['post-hardcore', 'screamo', 'emocore', 'experimental', 'hardcore']","Sleeping With Sirens are an American post-hardcore  band from Orlando, Florida, United States currently residing in Grand Rapids, Michigan, United States, formed in 2009 by members of For All We Know, Broadway and We Are Defiance. The band is currently signed to Sumerian Records and has released seven full-length albums, With Ears to See and Eyes to Hear, Let's Cheers To This, Feel, Madness, Gossip, How It Feels to Be Lost and Complete Collapse. The first album debuted at number 7 on Billboard's Top Heatseekers chart <a href=""https://www.last.fm/music/Sleeping+with+Sirens"">Read more on Last.fm</a>",upcoming_tour,2025-10-12,set(),Counter()
alpha wolf,spotify:artist:2tjnvrUmP46XNjFh9V0NGc,"['metalcore', 'deathcore', 'djent']",3,35,2024-04-05,2017-07-14,54,198893,0,https://open.spotify.com/artist/2tjnvrUmP46XNjFh9V0NGc,https://i.scdn.co/image/ab6761610000517425e561267fcf478c7a3045cf,177461,6826915,3,"['metalcore', 'Nu Metal', 'nu metalcore', 'deathcore', 'australian']","Alpha Wolf is a nu metalcore band from Melbourne, Australia forming in 2013. The band is comprised of Sabian Lynch (Guitar), Scottie Simpson (Guitar), Mitch Fogarty (Drums), John Arnold (Bass), and Lochie Keogh (Vocals). On 9 February 2018, original lead vocalist Aidan Ellaz was ejected from the band due to allegations of sexual assault, and on June 2018, Lochie Keogh and Mitch Fogarty were announced as new members.

Facebook | Bandcamp <a href=""https://www.last.fm/music/Alpha+Wolf"">Read more on Last.fm</a>",on_tour,2025-07-27,set(),Counter()
games we play,spotify:artist:4yP4eYthbuCNIcoQtqwj40,['pop punk'],1,13,2024-03-01,2024-03-01,46,134054,0,https://open.spotify.com/artist/4yP4eYthbuCNIcoQtqwj40,https://i.scdn.co/image/ab67616100005174a5c59e0a1160176588d55e6b,77410,909132,0,"['seen live', 'punk', 'pop punk', 'Fueled by Ramen', 'pop']","Games We Play are a punk-pop trio fronted by Miami-born and Los Angeles-based singer, songwriter, multi-instrumentalist Emmyn Calleiro. In 2022, Games We Play signed to Fueled By Ramen and DCD2 Records.

DCD2 Records Founder and Fall Out Boy bassist Pete Wentz commented, “In a time where the world seems to get so much serotonin funded by a committee of likes and comments on social media platforms, true authenticity is scarce but invaluable. This is what drew me to Games We Play—it’s all there—cohesive <a href=""https://www.last.fm/music/Games+We+Play"">Read more on Last.fm</a>",on_tour,2025-07-25,set(),Counter()
future palace,spotify:artist:4QnuZOyl4C9d1keyOZXJ21,['metalcore'],3,34,2024-09-06,2020-09-18,47,88814,0,https://open.spotify.com/artist/4QnuZOyl4C9d1keyOZXJ21,https://i.scdn.co/image/ab67616100005174af14bfdf8895decc48f67526,77136,1991311,0,"['post-hardcore', 'alternative rock', 'german', 'metalcore', 'rock']","Future Palace is a German post-hardcore band founded in 2018, hailing from Berlin. The band was formed at the end of 2018 by vocalist Maria Lessing, guitarist Manuel Kohlert, and drummer Johannes Frenzel. The latter had years of experience in bands like Redcraving, Whoeverthouart, and 8BCC. They met Maria Lessing when she provided a feature for their former band. With the idea of forming a new band later, the three created a WhatsApp group named ""Future Palace,"" which eventually became the band's name.  <a href=""https://www.last.fm/music/FUTURE+PALACE"">Read more on Last.fm</a>",upcoming_tour,2025-09-28,set(),Counter()
loathe,spotify:artist:4G9wSdX0klmoHfjm9i6DLd,['shoegaze'],4,45,2021-02-07,2016-07-08,63,467535,0,https://open.spotify.com/artist/4G9wSdX0klmoHfjm9i6DLd,https://i.scdn.co/image/ab676161000051744c96c5bb7a05131874998122,673651,33396979,494,"['metalcore', 'alternative metal', 'Progressive Metalcore', 'DJENT', 'shoegaze']","Loathe are an English alternative metal band from Liverpool, England. Formed in 2014, the group consists of lead vocalist Kadeem France, guitarist and second vocalist Erik Bickerstaffe, drummer Sean Radcliffe and bassist Feisal El-Khazragi. They are signed to SharpTone Records and have released two EPs and three studio albums. Prepare Consume Proceed was released in 2015 and was re-issued in 2016 through SharpTone Records as the label's first release. <a href=""https://www.last.fm/music/Loathe"">Read more on Last.fm</a>",upcoming_tour,2025-10-01,set(),Counter()
speed,spotify:artist:4wf6GGNBqaU79839E6yjfn,"['hardcore', 'hardcore punk']",1,10,2024-07-12,2024-07-12,48,90609,0,https://open.spotify.com/artist/4wf6GGNBqaU79839E6yjfn,https://i.scdn.co/image/ab67616100005174b895fbb867ba92c1a653a4a9,152055,3381596,0,"['j-pop', 'japanese', 'hardcore', 'JPop', 'female vocalists']","There is more than one artist with this name:

1) SPEED  is an Australian hardcore band

2) SPEED is a female Japanese Pop group consisting of four members: hiro (Hiroko Shimabukuro),  今井絵理子 (Eriko Imai, also known as elly), 上原多香子 (Takako Uehara), and 仁絵 (Hitoe Arakaki.)  SPEED's two primary vocalists are hiro and 今井絵理子.

Since their debut in 1996 with the single ""Body & Soul"", they have won multiple Japan Gold Disk Awards such as New Artist of the Year, Pop Album of the Year, and Song of the Year. <a href=""https://www.last.fm/music/Speed"">Read more on Last.fm</a>",on_tour,2025-07-29,set(),Counter()
powerwolf,spotify:artist:5HFkc3t0HYETL4JeEbDB1v,"['power metal', 'metal', 'symphonic metal', 'folk metal', 'medieval metal', 'heavy metal']",26,355,2024-07-26,2013-08-08,65,1028925,0,https://open.spotify.com/artist/5HFkc3t0HYETL4JeEbDB1v,https://i.scdn.co/image/ab67616100005174fa98bd6af388ecfe167efbd8,354587,25565892,0,"['Power metal', 'heavy metal', 'german', 'metal', 'seen live']","Powerwolf, often stylized as POWERWOLF, is a German power metal band founded in 2003 in Saarbrücken by members of Red Aim. The band consists of vocalist Karsten Brill as ""Attila Dorn"", lead guitarist Benjamin Buss as ""Matthew Greywolf"", bassist/rhythm guitarist David Vogt as ""Charles Greywolf"", keyboardist Christian Jost as ""Falk Maria Schlegel"" and drummer Roel van Helden. The group uses dark themes and images of the Roman Catholic church, werewolves and vampires. <a href=""https://www.last.fm/music/Powerwolf"">Read more on Last.fm</a>",upcoming_tour,2025-09-17,set(),Counter()
ice nine kills,spotify:artist:52qKfVcIV4GS8A8Vay2xtt,"['metalcore', 'metal']",16,196,2025-06-06,2006-04-20,68,1126136,0,https://open.spotify.com/artist/52qKfVcIV4GS8A8Vay2xtt,https://i.scdn.co/image/ab6761610000517440fa008d6392cc85377a8bc8,401918,31536440,354,"['post-hardcore', 'metalcore', 'screamo', 'emo', 'rock']","Ice Nine Kills are an American heavy metal band from Boston, Massachusetts. The band is currently signed to Fearless Records and is known for its horror-themed lyrics and theatrical style. It was originally formed in 2000 by high school friends Spencer Charnas and Jeremy Schwartz. Charnas remains the only founding member still active in the band.

Ice Nine Kills has released three extended plays and six full-length studio albums. These include ""Last Chance to Make Amends,"" ""Safe Is Just a Shadow,"" and ""The Predator Becomes the Prey. <a href=""https://www.last.fm/music/Ice+Nine+Kills"">Read more on Last.fm</a>",upcoming_tour,2025-09-06,set(),Counter()
the callous daoboys,spotify:artist:4ZWRLOs7c4drt9mKGc0Ds0,"['mathcore', 'metalcore', 'post-hardcore']",5,47,2025-05-16,2017-04-01,50,53024,0,https://open.spotify.com/artist/4ZWRLOs7c4drt9mKGc0Ds0,https://i.scdn.co/image/ab676161000051745e8bb3d9afa9377836db9752,69519,2672796,114,"['mathcore', 'metalcore', 'experimental', 'post-hardcore', 'seen live']","The Callous Daoboys is a mathcore band from Atlanta, Georgia. They have released two EPs, ""My Dixie Wrecked"" and ""Animal Tetris,"" a single, ""The Great Multi-Stage Rocket Robbery,"" and a full-length album, ""Die On Mars,"" which was released on June 21, 2019 via Dark Trail Records (CD), Acrobat Unstable (12"" vinyl), and Pattern Recognition Records (cassette). The band performed at Mathcore Index Fest 2018 and MIF2020, were featured in Altpress' list of top 20 rising hardcore bands you need to hear right now <a href=""https://www.last.fm/music/The+Callous+Daoboys"">Read more on Last.fm</a>",upcoming_tour,2025-09-13,set(),Counter()
aviana,spotify:artist:1AvLltBsz1HdAtZeucm9zy,"['metalcore', 'djent', 'deathcore']",5,55,2022-09-30,2017-01-20,49,88973,0,https://open.spotify.com/artist/1AvLltBsz1HdAtZeucm9zy,https://i.scdn.co/image/ab67616100005174e220909e2f5516b7ab1bace7,92025,2177946,0,"['metalcore', 'DJENT', 'Progressive Metalcore', 'swedish', 'seen live']","Hailing from the infamous Metaltown on the Swedish West Coast, the Gothenburg sons in Aviana has made one of the most succesful debut releases in Scandinavian modern history with 'Polarize' (2017) via Rambo Music (GAIN/Sony Music Entertainment). The album release featuring the hit single 'Solar' and crossover Metalcore ballad 'Canvas' been streamed more than 3 million times up to date on digital platforms such as Spotify, Apple Music and Youtube. <a href=""https://www.last.fm/music/aviana"">Read more on Last.fm</a>",upcoming_tour,2025-09-13,set(),Counter()
tech n9ne,spotify:artist:6UBA15slIuadJ8h2lPRPos,['horrorcore'],32,337,2025-06-27,2012-09-18,71,2873694,0,https://open.spotify.com/artist/6UBA15slIuadJ8h2lPRPos,https://i.scdn.co/image/ab676161000051748b1697a78fbe50647333a84f,1057015,24397072,0,"['rap', 'Hip-Hop', 'Horrorcore', 'Gangsta Rap', 'hip hop']","Aaron Dontez Yates (born November 8, 1971 in Kansas City, Missouri), better known by his stage name Tech N9ne or Tecca Nina is an American rapper, co-owner of Strange Music Records and actor. His career has spanned over 24 years, during which he has released eleven albums. According to the He's a Mental Giant Songfacts, his stage name originated from the TEC-9 semi-automatic handgun, given to him by rapper Black Walt due to his fast rhyming style. <a href=""https://www.last.fm/music/Tech+N9ne"">Read more on Last.fm</a>",upcoming_tour,2025-08-27,set(),Counter()
demon hunter,spotify:artist:6f3a43i1MJZwdjEpV1M0oH,"['christian rock', 'metal', 'metalcore']",17,231,2022-10-28,2002-10-22,55,326885,0,https://open.spotify.com/artist/6f3a43i1MJZwdjEpV1M0oH,https://i.scdn.co/image/ab67616100005174bfccc297dde480dc699a81ba,344543,13450653,0,"['metalcore', 'metal', 'christian metal', 'christian', 'hardcore']","Demon Hunter is a Seattle based metal band which first received wide notice in 2002 with the release of their self-titled album Demon Hunter on Solid State Records. Their style is a combination of modern and classic metal sounds, incorporating elements of metalcore like Zao at times as well. 

Their second album,  Summer of Darkness, was released on the 4th of May, 2004. Their third album, The Triptych was released October 25, 2005. On this album Ethan Luck (The O.C. Supertones, The Dingees) joined as lead guitarist. <a href=""https://www.last.fm/music/Demon+Hunter"">Read more on Last.fm</a>",not_touring,,set(),Counter()
gojira,spotify:artist:0GDGKpJFhVpcjIGF8N6Ewt,"['groove metal', 'metal', 'progressive metal', 'death metal', 'djent']",10,124,2021-04-30,2001-03-19,67,1717261,0,https://open.spotify.com/artist/0GDGKpJFhVpcjIGF8N6Ewt,https://i.scdn.co/image/ab6761610000517496c4949ee078fbef5d5adb68,894865,71412369,5,"['death metal', 'Progressive metal', 'progressive death metal', 'seen live', 'metal']","There are multiple artists called Gojira;

1) Gojira are a metal band from Bayonne, France. Their lyrics focus on life, ecology, and spiritual themes. They were formed in 1996 by brothers Joe Duplantier (vocals and lead guitar) and Mario Duplantier (drums), Christian Andreu (guitar) and Alexandre Cornillon (bass guitar). Cornillon left the band in 2001 and Jean-Michel Labadie became their bass player. Genres that they have been associated with over their career include death metal, progressive metal, thrash metal and groove metal. <a href=""https://www.last.fm/music/Gojira"">Read more on Last.fm</a>",on_tour,2025-08-07,set(),Counter()
static-x,spotify:artist:7JDSHlDdVTo7aZKdQZ53Vf,"['nu metal', 'industrial metal', 'industrial rock', 'industrial', 'rap metal', 'metal', 'alternative metal']",12,166,2024-01-26,1999,62,1580250,0,https://open.spotify.com/artist/7JDSHlDdVTo7aZKdQZ53Vf,https://i.scdn.co/image/ab676161000051747f4a72d9541571d430c157c7,1451736,40160688,0,"['industrial metal', 'metal', 'Nu Metal', 'industrial', 'rock']","Static-X was formed in 1994 from the ashes of Wayne Static and Ken Jay's former band, Deep Blue Dream. After searching for members in Chicago,United States, Static and Jay decided to go to Los Angeles to continue their search. There they met Tony Campos from the Mexican death metal band Asesino, and Koichi Fukuda, completing the band's original line-up. Static-X signed with Warner Brothers Records in early 1998.

The band's debut album, Wisconsin Death Trip, was released March 23, 1999. <a href=""https://www.last.fm/music/Static-X"">Read more on Last.fm</a>",upcoming_tour,2025-08-15,set(),Counter()
girls don't sync,spotify:artist:4SluGaQhJuMDsRRMf1PWKT,"['uk garage', 'hard house']",0,0,,,31,3360,0,https://open.spotify.com/artist/4SluGaQhJuMDsRRMf1PWKT,https://i.scdn.co/image/ab67616100005174218b1c189f0deb4d4b4f9f96,2787,9509,0,[]," <a href=""https://www.last.fm/music/Girls+Don%27t+Sync"">Read more on Last.fm</a>",not_touring,,set(),Counter()
korn,spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,"['nu metal', 'metal', 'rap metal', 'alternative metal']",20,265,2023-07-28,1994-10-11,79,9234155,0,https://open.spotify.com/artist/3RNrq3jvMZxD9ZyoOZbQOD,https://i.scdn.co/image/ab6761610000517429af2ffb6f4ddd6324f878bc,3752192,242664729,1,"['Nu Metal', 'metal', 'alternative', 'rock', 'Nu-metal']","Korn (stylized as KoЯn, or occasionally KoRn) are an American nu metal band from Bakersfield, California, formed in 1993. The band is notable for pioneering the nu metal genre and bringing it into the mainstream. Originally formed in 1993 by three members of the band  L.A.P.D., Korn's current lineup features founding members James ""Munky"" Shaffer (guitar); Reginald ""Fieldy"" Arvizu (bass); Brian ""Head"" Welch (guitar, backing vocals); and Jonathan Davis (lead vocals <a href=""https://www.last.fm/music/Korn"">Read more on Last.fm</a>",upcoming_tour,2025-08-28,set(),Counter()
dying fetus,spotify:artist:2DqzOWVL2ly48IA9bpZdie,"['death metal', 'grindcore', 'deathcore', 'metal']",13,120,2023-09-08,2000-10-03,50,378408,0,https://open.spotify.com/artist/2DqzOWVL2ly48IA9bpZdie,https://i.scdn.co/image/ab67616100005174ee1e1c92d5a4aa9646962e7d,282555,12945190,0,"['death metal', 'Brutal Death Metal', 'Technical Death Metal', 'grindcore', 'seen live']","Dying Fetus is a brutal death metal band from Annapolis, Maryland (USA). The group formed in 1991 and have, ever since, had frontman John Gallagher as the driving force for every release the group has done and performed on.  Dying Fetus is known for their consistently hook-laden song structures, characterized by blast beats, complex riffing and heavy breakdowns. Additionally, their reality-based lyrics characterized by political / social themes are notable in grindcore. <a href=""https://www.last.fm/music/Dying+Fetus"">Read more on Last.fm</a>",upcoming_tour,2025-10-15,set(),Counter()
static dress,spotify:artist:1Lqdsv7Ff4GNq9PM3Yd0vi,"['shoegaze', 'post-hardcore']",3,45,2023-09-15,2021-12-03,47,85994,0,https://open.spotify.com/artist/1Lqdsv7Ff4GNq9PM3Yd0vi,https://i.scdn.co/image/ab67616100005174f5bd693f4f71be004e292658,177851,5740427,0,"['post-hardcore', 'metalcore', 'emo', 'british', 'seen live']","Static Dress is a British four-piece post-hardcore band from Leeds, England. Formed in 2018, the band currently consists of vocalist Olli Appleyard, guitarist Contrast, bassist George Holding and drummer Sam Ogden.

The group signed to Roadrunner Records in May 2023, swiftly announcing a Redux version of their debut album Rouge Carpet Disaster, which includes 4 reimagined versions of album tracks. Until this point, the band were independent and had released a smattering of singles <a href=""https://www.last.fm/music/Static+Dress"">Read more on Last.fm</a>",upcoming_tour,2026-01-18,set(),Counter()
dragonforce,spotify:artist:2pH3wEn4eYlMMIIQyKPbVR,"['power metal', 'speed metal', 'metal', 'symphonic metal']",11,125,2024-03-15,2006-05-23,61,1216914,0,https://open.spotify.com/artist/2pH3wEn4eYlMMIIQyKPbVR,https://i.scdn.co/image/ab676161000051742c0d92dae9b4af4c8a565c3b,1029735,33190628,0,"['Power metal', 'speed metal', 'metal', 'seen live', 'Extreme Power Metal']","DragonForce is a British power metal band based in London, England. Formed in 1999, the group is known for their long and fast guitar solos, fantasy-themed lyrics, and electronic sounds in their music to add to their retro video game-influenced sound. DragonForce has released seven studio albums, two live albums, one compilation album, one live DVD and one demo.

History - Early years and Valley of the Damned (1999–2003).
DragonForce was founded in 1999 by guitarists Herman Li and Sam Totman, under the name of DragonHeart. <a href=""https://www.last.fm/music/DragonForce"">Read more on Last.fm</a>",upcoming_tour,2025-09-13,set(),Counter()
pop evil,spotify:artist:1pRaG81GsVtaTBuVSpldt2,[],10,127,2025-03-21,2008-01-01,60,617967,0,https://open.spotify.com/artist/1pRaG81GsVtaTBuVSpldt2,https://i.scdn.co/image/ab6761610000517473a6dde03f2a9c4a263fd045,350873,5251714,0,"['post-grunge', 'alternative rock', 'hard rock', 'rock', 'alternative']","Pop Evil is an American rock band that was formed in North Muskegon, Michigan in 2001 by vocalist Leigh Kakaty and guitarist Dave Grahs. The band's line-up currently consists of Kakaty, Grahs, Matt DiRito (bass), Nick Fuelling (guitar), and Hayley Cramer (drums). Pop Evil has charted five #1 hits on Mainstream Rock radio.

Discography

Lipstick on the Mirror  -  (2008)
War of Angels  -  (2011)
Onyx  -  (2013)
Up  -  (2015)
Pop Evil  -  (2018)
Versatile  -  (2021) <a href=""https://www.last.fm/music/Pop+Evil"">Read more on Last.fm</a>",not_touring,,set(),Counter()
kittie,spotify:artist:0ImEDe9tW5n4pxHOK39zIc,"['nu metal', 'riot grrrl']",9,100,2024-06-21,2000-01-11,55,735635,0,https://open.spotify.com/artist/0ImEDe9tW5n4pxHOK39zIc,https://i.scdn.co/image/ab6761610000517445dc852204039b57df0b0122,666193,15486738,0,"['metal', 'Nu Metal', 'female vocalists', 'metalcore', 'Female fronted metal']","Kittie is a Canadian metal band formed in London, Ontario in 1996. They have released six studio albums, one video album, four extended plays, thirteen singles, and thirteen music videos. The name ""Kittie"" was chosen as it ""seemed contradictory"". Throughout it´s history the band has changed drastically in both sound and members for each album.

Kittie formed when Fallon Bowman and Mercedes Lander met in gym class. Morgan Lander became the lead vocalist and one of Kittie's guitarists and Tanya Candler completed the band's lineup on bass. <a href=""https://www.last.fm/music/Kittie"">Read more on Last.fm</a>",not_touring,,set(),Counter()
late night drive home,spotify:artist:1muzcpVFKmKSrT7rVNAwBB,[],1,13,2025-06-27,2025-06-27,58,193081,0,https://open.spotify.com/artist/1muzcpVFKmKSrT7rVNAwBB,https://i.scdn.co/image/ab6761610000517489b3bebec405a7caf41b9985,447253,8841314,0,"['indie', 'Lo-Fi', 'alternative', 'emo', 'shoegaze']","late night drive home is an indie rock band from El Paso, Texas consisting of lead singer Andre Portillo, guitarist Juan ""Ockz"" Vargas, bassist Freddy Baca, and drummer Brian Dolan. Their music captures everything from the complexity of teenage angst to the beauty of youthful joy. With heartfelt lyrics and a gritty sound, late night drive home brings a refreshing presence into the indie rock scene.

The band began in 2019 as a fun project between Ockz and Andre. <a href=""https://www.last.fm/music/late+night+drive+home"">Read more on Last.fm</a>",on_tour,2025-07-16,set(),Counter()
three days grace,spotify:artist:2xiIXseIJcq3nG7C8fHeBj,"['post-grunge', 'rock']",8,100,2022-05-06,2003-04-19,80,7013006,0,https://open.spotify.com/artist/2xiIXseIJcq3nG7C8fHeBj,https://i.scdn.co/image/ab676161000051742e619cf7c1577485d14c2043,3382909,141849532,1,"['alternative rock', 'rock', 'alternative', 'hard rock', 'metal']","Three Days Grace is a Canadian rock band, formed under the name Groundswell in Norwood, Ontario, Canada in 1992. After a breakup in 1995, the band reformed in 1997 under its current name and with a line-up consisting of guitarist and lead vocalist Adam Gontier, drummer and backing vocalist Neil Sanderson, and bassist Brad Walst. In 2003, Barry Stock was recruited as the band's lead guitarist. The band has released seven studio albums, with a record fourteen #1 hits on Mainstream Rock. <a href=""https://www.last.fm/music/Three+Days+Grace"">Read more on Last.fm</a>",upcoming_tour,2025-10-01,set(),Counter()
kingdom of giants,spotify:artist:77rcxvpDqP78d90dL3DNNe,"['metalcore', 'post-hardcore', 'djent', 'deathcore']",4,43,2020-10-16,2013-06-25,51,123326,0,https://open.spotify.com/artist/77rcxvpDqP78d90dL3DNNe,https://i.scdn.co/image/ab67616100005174ad827f48276b796cd2996459,111887,3599823,0,"['metalcore', 'post-hardcore', 'experimental', 'electronic', 'hardcore']","Kingdom of Giants (known as Hello Sailor until 2011) is a metalcore band from California Bay. The band consists of Dana Willax (Vocals/Engineering), Stephen Rezza (Vocals/Keys/Engineering), Stephen Martin (Guitar), Max Bremer (Guitar), Levi Norris (Bass) and Truman Berlin (Drums). Their first EP Abominable was recently released on Jan 25, 2011. <a href=""https://www.last.fm/music/Kingdom+of+Giants"">Read more on Last.fm</a>",on_tour,2025-07-15,set(),Counter()
glare,spotify:artist:2dXj6aC3DsxoTDyhk3u4gl,"['shoegaze', 'slowcore']",1,11,2025-04-04,2025-04-04,57,192585,0,https://open.spotify.com/artist/2dXj6aC3DsxoTDyhk3u4gl,https://i.scdn.co/image/ab6761610000517464828593fec9d14c79d97730,446475,9390542,0,"['shoegaze', 'post-punk', 'indie rock', 'dream pop', 'alternative']","There are a few bands called Glare:

1) GLARE is an alternative/shoegaze band from Rio Grande Valley, Texas.
https://glaretx.bandcamp.com

2) GLARE is a hardcore punk band from Bandung, Indonesia.
http://twitter.com/glareeeee
http://glareeeee.bandcamp.com

3) Glare - post-punk band from Atlanta, Georgia.
https://glareatl.bandcamp.com/releases <a href=""https://www.last.fm/music/GLARE"">Read more on Last.fm</a>",upcoming_tour,2025-10-06,set(),Counter()
drain,spotify:artist:7FAAkDlPg6pg0860CIDzmu,"['hardcore', 'hardcore punk']",2,20,2023-05-05,2020-04-10,49,111280,0,https://open.spotify.com/artist/7FAAkDlPg6pg0860CIDzmu,https://i.scdn.co/image/ab67616100005174821ff80e88a1da42c3edd795,113418,3467244,0,"['hardcore', 'crossover thrash', 'crossover', 'thrash metal', 'seen live']","There is more than one artist with this name:

1) DRAIN is a thrash metal/hardcore band from Santa Cruz, California
https://drain831.bandcamp.com/ | https://www.instagram.com/drain831/

2) Drain is Butthole Surfers drummer and former Trance Syndicate head King Coffey with bassist Owen McMahon of  Cherubs  and guitarist David McCreath.

3) DRAIN is a metallic crust band from Maine.

4) Drain was a Czech garage/indie rock band. They have changed their name to The Drain <a href=""https://www.last.fm/music/Drain"">Read more on Last.fm</a>",upcoming_tour,2025-10-26,set(),Counter()
power trip,spotify:artist:3TmaQHOfq1olDKHtE38zYT,"['thrash metal', 'groove metal', 'speed metal', 'metal', 'hardcore']",4,38,2023-06-23,2013-06-11,46,202760,0,https://open.spotify.com/artist/3TmaQHOfq1olDKHtE38zYT,https://i.scdn.co/image/ab67616100005174f4cdcf0affdd2438366226ac,157526,4776513,0,"['thrash metal', 'crossover', 'hardcore', 'crossover thrash', 'seen live']","There is more than one artist with this name:

1) Formed in early 2008, POWER TRIP is a thrash metal band from Dallas, Texas in the vein of late 80's thrash metal. For fans of Exodus, Vio-Lence, later Cro-Mags, and Prong. Lockin' Out Records. http://www.facebook.com/powertriptx.  Their debut record Manifest Decimation was released on June 11, 2013 via Southern Lord Records. It was recorded in Hell by Satan himself, along with their sophomore album, Nightmare Logic, which was released February 24, 2017. <a href=""https://www.last.fm/music/Power+Trip"">Read more on Last.fm</a>",upcoming_tour,2025-09-20,set(),Counter()
spiritworld,spotify:artist:3nKWlekyskH6bAM2Vat1hE,['thrash metal'],3,30,2025-03-21,2021-09-03,40,37861,0,https://open.spotify.com/artist/3nKWlekyskH6bAM2Vat1hE,https://i.scdn.co/image/ab67616100005174ff0987eeae01f3855284ad34,38901,592236,0,"['thrash metal', 'hardcore', 'death metal', 'metallic hardcore', 'country']","South of Heaven, West of Hell.

Set in singer and multi-instrumentalist Stu Folsom’s apocalyptic vision of the American West, SpiritWorld is metal at its most rustic and blood-drenched. Think Slayer and Pantera getting into a bar fight while gunslingers battle demonic entities amidst tomahawk-like riffs.

SpiritWorld emerged in 2017 as a musical outlet for Folsom’s love of punk, outlaw country, and metal, taking a decidedly outlaw-roots punk bent. <a href=""https://www.last.fm/music/Spiritworld"">Read more on Last.fm</a>",upcoming_tour,2025-11-30,set(),Counter()
alestorm,spotify:artist:3OpqU68JpZlzvjAJj3B2Da,"['folk metal', 'power metal', 'sea shanties', 'metal', 'medieval metal', 'celtic rock']",13,232,2025-06-20,2008,60,707958,0,https://open.spotify.com/artist/3OpqU68JpZlzvjAJj3B2Da,https://i.scdn.co/image/ab676161000051749ad0af7fa3272c5d1197c277,429560,22704997,0,"['folk metal', 'pirate metal', 'Power metal', 'true scottish pirate metal', 'Scottish']","Alestorm is a multi-national folk metal band originally from Perth, Scotland. Their music is characterized by a pirate theme, and as a result they have been dubbed a ""pirate metal"" band by many critics and their fanbase.

After signing to Napalm Records in 2007, their debut album Captain Morgan's Revenge, was released on 25 January 2008. Black Sails at Midnight, the band's second album, was released on 27 May 2009. The band's third album, Back Through Time, was released on 3 June 2011. <a href=""https://www.last.fm/music/Alestorm"">Read more on Last.fm</a>",upcoming_tour,2025-10-15,set(),Counter()
swmrs,spotify:artist:7dLkuQHF2ijbK6jiLFyIWM,[],4,41,2024-10-11,2016-10-14,42,144014,0,https://open.spotify.com/artist/7dLkuQHF2ijbK6jiLFyIWM,https://i.scdn.co/image/ab6761610000517493bb08e1b1d12204023f0713,263089,4218135,0,"['pop punk', 'seen live', 'punk rock', 'indie', 'indie rock']","SWMRS (formerly ""Emily's Army"") is an American punk rock band formed in Oakland, California in 2004 by Cole Becker and Joey Armstrong, with Cole's brother Max joining only a few weeks afterwards. They drew on a mix of influences ranging from the Beach Boys to the Ramones to create their own brand of rock and roll. The band added Travis Neumann in 2009, who later left in 2014 due to creative differences. The band released a demo and a string of EPs from 2008 to 2010. <a href=""https://www.last.fm/music/Swmrs"">Read more on Last.fm</a>",upcoming_tour,2025-09-30,set(),Counter()
mudvayne,spotify:artist:2Pfv2w8a20xzC7Dr7QXRqM,"['nu metal', 'alternative metal', 'rap metal', 'metal']",6,79,2009-12-18,1997,63,2063918,0,https://open.spotify.com/artist/2Pfv2w8a20xzC7Dr7QXRqM,https://i.scdn.co/image/ab676161000051749013e926945e76dbc9ad6c97,1428366,34063473,0,"['Nu Metal', 'metal', 'alternative metal', 'Nu-metal', 'rock']","Mudvayne are an American heavy metal band from Peoria, Illinois formed in 1996. They are known for their sonic experimentation, innovative album art, face and body paint, . The band has sold over six million records worldwide, including nearly three million in the United States.

The group consist of Chad Gray (lead vocals), Greg Tribbett (guitar, vocals), Ryan Martinie (bass guitar) and Matthew McDonough (drums). Formed in 1996, Mudvayne became popular in the late-1990s Decatur, Illinois underground music scene. <a href=""https://www.last.fm/music/Mudvayne"">Read more on Last.fm</a>",upcoming_tour,2025-10-03,set(),Counter()
